Home Walnuts WS,Irrigation Zone 24"-48",Soil Moisture 12",Soil Moisture 24",Soil Moisture 36",Soil Moisture 48",Soil Moisture 60",Pressure Switch - Calculated
4/30/2020 12:00:00 AM,122.28,25.87,37.9,42.05,42.33,35.12,0
4/29/2020 12:00:00 AM,123.15,26.63,38.19,42.5,42.46,35.25,0
4/28/2020 12:00:00 AM,124.02,27.25,38.43,43.02,42.58,35.38,0
4/27/2020 12:00:00 AM,124.81,27.73,38.67,43.46,42.68,35.47,0
4/26/2020 12:00:00 AM,125.33,28.23,38.85,43.73,42.75,35.53,0
4/25/2020 12:00:00 AM,125.63,28.62,38.93,43.9,42.8,35.58,0
4/24/2020 12:00:00 AM,125.85,28.88,38.95,44.05,42.85,35.62,0
4/23/2020 12:00:00 AM,126.04,29.06,38.95,44.18,42.9,35.65,0
4/22/2020 12:00:00 AM,126.13,29.07,38.92,44.27,42.93,35.63,0
4/21/2020 12:00:00 AM,126.23,28.96,38.95,44.34,42.94,35.61,0
4/20/2020 12:00:00 AM,126.31,29.11,39.01,44.36,42.93,35.58,0
4/19/2020 12:00:00 AM,126.28,29.28,39.01,44.37,42.91,35.55,0
4/18/2020 12:00:00 AM,126.26,29.37,39.03,44.35,42.87,35.53,0
4/17/2020 12:00:00 AM,126.13,29.54,39,44.31,42.83,35.51,0
4/16/2020 12:00:00 AM,125.96,29.49,38.91,44.26,42.79,35.49,0
4/15/2020 12:00:00 AM,125.79,29.35,38.83,44.22,42.74,35.46,0
4/14/2020 12:00:00 AM,125.63,29.2,38.76,44.17,42.7,35.44,0
4/13/2020 12:00:00 AM,125.47,29.14,38.69,44.11,42.66,35.44,0
4/12/2020 12:00:00 AM,125.29,29.11,38.6,44.06,42.63,35.45,0
4/11/2020 12:00:00 AM,125.09,28.95,38.47,44.01,42.61,35.45,0
4/10/2020 12:00:00 AM,124.94,28.69,38.36,43.98,42.6,35.45,0
4/9/2020 12:00:00 AM,124.9,28.5,38.33,43.96,42.6,35.45,0
4/8/2020 12:00:00 AM,124.82,28.53,38.28,43.94,42.6,35.46,0
4/7/2020 12:00:00 AM,124.76,28.35,38.22,43.94,42.6,35.47,0
4/6/2020 12:00:00 AM,124.8,28.17,38.24,43.96,42.6,35.45,0
4/5/2020 12:00:00 AM,124.86,28.33,38.33,43.95,42.58,35.44,0
4/4/2020 12:00:00 AM,124.87,28.66,38.39,43.92,42.56,35.44,0
4/3/2020 12:00:00 AM,124.77,28.78,38.34,43.91,42.53,35.44,0
4/2/2020 12:00:00 AM,124.73,28.76,38.34,43.88,42.51,35.45,0
4/1/2020 12:00:00 AM,124.61,28.87,38.29,43.82,42.5,35.46,0
3/31/2020 12:00:00 AM,124.49,28.81,38.2,43.8,42.49,35.48,0
3/30/2020 12:00:00 AM,124.41,28.64,38.13,43.79,42.5,35.49,0
3/29/2020 12:00:00 AM,124.42,28.57,38.14,43.79,42.5,35.5,0
3/18/2020 12:00:00 AM,124.59,28.33,38,43.9,42.69,35.71,0
3/17/2020 12:00:00 AM,,,,,,,0
3/16/2020 12:00:00 AM,124.99,28.67,38.22,44.03,42.74,35.75,0
3/15/2020 12:00:00 AM,125.15,28.97,38.35,44.06,42.74,35.75,0
3/14/2020 12:00:00 AM,125.23,29.37,38.45,44.06,42.71,35.77,0
3/13/2020 12:00:00 AM,125.14,29.66,38.41,44.04,42.69,35.78,0
3/12/2020 12:00:00 AM,125,29.69,38.31,44.01,42.68,35.79,0
3/11/2020 12:00:00 AM,124.92,29.64,38.25,43.99,42.68,35.8,0
3/10/2020 12:00:00 AM,124.85,29.49,38.19,43.98,42.67,35.8,0
3/9/2020 12:00:00 AM,124.86,29.43,38.19,43.99,42.68,35.81,0
3/8/2020 12:00:00 AM,124.91,29.37,38.23,44.01,42.67,35.8,0
3/7/2020 12:00:00 AM,124.99,29.61,38.33,44.01,42.66,35.81,0
3/6/2020 12:00:00 AM,124.95,29.83,38.33,43.98,42.63,35.82,0
3/5/2020 12:00:00 AM,124.86,29.88,38.29,43.95,42.62,35.83,0
3/4/2020 12:00:00 AM,124.77,29.85,38.23,43.93,42.61,35.84,0
3/3/2020 12:00:00 AM,124.71,29.75,38.18,43.93,42.61,35.86,0
3/2/2020 12:00:00 AM,124.71,29.55,38.19,43.93,42.59,35.86,0
3/1/2020 12:00:00 AM,124.72,29.77,38.25,43.91,42.56,35.87,0
2/29/2020 12:00:00 AM,124.66,29.95,38.23,43.89,42.54,35.88,0
2/28/2020 12:00:00 AM,124.57,29.95,38.19,43.86,42.52,35.88,0
2/27/2020 12:00:00 AM,124.49,29.95,38.16,43.83,42.51,35.89,0
2/26/2020 12:00:00 AM,124.42,29.96,38.12,43.81,42.5,35.9,0
2/25/2020 12:00:00 AM,124.36,29.92,38.08,43.8,42.49,35.93,0
2/24/2020 12:00:00 AM,124.32,29.83,38.05,43.79,42.48,35.93,0
2/23/2020 12:00:00 AM,124.3,29.9,38.05,43.78,42.47,35.97,0
2/22/2020 12:00:00 AM,124.26,29.89,38.02,43.77,42.46,35.99,0
2/21/2020 12:00:00 AM,124.24,29.93,38.01,43.77,42.46,36,0
2/20/2020 12:00:00 AM,124.24,29.92,38.01,43.77,42.45,36.02,0
1/20/2020 12:00:00 AM,122.91,30.02,37.73,43.56,41.62,35.85,0
1/19/2020 12:00:00 AM,122.89,30.09,37.76,43.56,41.57,35.83,0
1/18/2020 12:00:00 AM,122.84,30.14,37.79,43.56,41.49,35.78,0
11/27/2019 12:00:00 AM,85.79,12.84,21.17,30.44,34.18,32.53,0
11/26/2019 12:00:00 AM,85.79,12.88,21.16,30.42,34.21,32.51,0
11/25/2019 12:00:00 AM,85.88,12.91,21.17,30.45,34.25,32.48,0
11/24/2019 12:00:00 AM,86.04,12.92,21.23,30.51,34.3,32.46,0
11/23/2019 12:00:00 AM,86.17,12.91,21.27,30.56,34.35,32.43,0
11/22/2019 12:00:00 AM,86.29,12.93,21.32,30.6,34.38,32.4,0
11/21/2019 12:00:00 AM,86.38,12.98,21.35,30.62,34.41,32.36,0
11/20/2019 12:00:00 AM,86.38,13.03,21.34,30.61,34.43,32.33,0.471
11/19/2019 12:00:00 AM,86.31,13.08,21.29,30.57,34.45,32.31,0.337
11/18/2019 12:00:00 AM,86.32,13.02,21.27,30.58,34.47,32.29,0
11/17/2019 12:00:00 AM,86.35,13.01,21.28,30.58,34.49,32.27,0
11/16/2019 12:00:00 AM,86.38,13.01,21.29,30.59,34.5,32.24,0
11/15/2019 12:00:00 AM,86.38,13.03,21.28,30.58,34.52,32.22,0
11/14/2019 12:00:00 AM,86.34,13.03,21.23,30.57,34.54,32.2,0
11/13/2019 12:00:00 AM,86.33,12.98,21.21,30.56,34.56,32.18,0
11/12/2019 12:00:00 AM,86.32,12.94,21.18,30.56,34.58,32.16,0
11/11/2019 12:00:00 AM,86.32,12.91,21.16,30.56,34.6,32.15,0
11/10/2019 12:00:00 AM,86.33,12.89,21.14,30.56,34.62,32.14,0
11/9/2019 12:00:00 AM,86.33,12.86,21.13,30.56,34.64,32.14,0
11/8/2019 12:00:00 AM,86.33,12.84,21.11,30.56,34.66,32.14,0
11/7/2019 12:00:00 AM,86.32,12.8,21.07,30.56,34.69,32.15,0
11/6/2019 12:00:00 AM,86.31,12.74,21.03,30.56,34.73,32.15,0
11/5/2019 12:00:00 AM,86.33,12.68,21,30.57,34.76,32.16,0
11/4/2019 12:00:00 AM,86.38,12.62,20.97,30.6,34.81,32.17,0
11/3/2019 12:00:00 AM,86.47,12.56,20.95,30.64,34.87,32.18,0
11/2/2019 12:00:00 AM,86.61,12.53,20.96,30.71,34.94,32.18,0
11/1/2019 12:00:00 AM,86.8,12.46,21.01,30.78,35,32.18,0
10/31/2019 12:00:00 AM,87.03,12.45,21.08,30.87,35.08,32.17,0
10/30/2019 12:00:00 AM,87.26,12.45,21.15,30.96,35.15,32.16,0
10/29/2019 12:00:00 AM,87.5,12.42,21.25,31.04,35.21,32.13,0
10/28/2019 12:00:00 AM,87.76,12.46,21.36,31.13,35.27,32.1,0
10/27/2019 12:00:00 AM,87.92,12.53,21.45,31.16,35.31,32.06,0
10/26/2019 12:00:00 AM,88.03,12.58,21.5,31.18,35.35,32,0
10/25/2019 12:00:00 AM,88.07,12.55,21.51,31.18,35.38,31.95,0
10/24/2019 12:00:00 AM,87.99,12.6,21.44,31.15,35.41,31.9,0.506
10/23/2019 12:00:00 AM,87.82,12.56,21.32,31.09,35.41,31.9,0.276
10/22/2019 12:00:00 AM,87.8,12.53,21.29,31.09,35.43,31.92,0
10/21/2019 12:00:00 AM,87.8,12.42,21.24,31.1,35.46,31.92,0
10/20/2019 12:00:00 AM,87.87,12.35,21.25,31.12,35.49,31.9,0
10/19/2019 12:00:00 AM,87.93,12.3,21.26,31.15,35.52,31.86,0
10/18/2019 12:00:00 AM,87.98,12.26,21.26,31.17,35.55,31.81,0
10/17/2019 12:00:00 AM,87.93,12.33,21.19,31.16,35.57,31.75,0.517
10/16/2019 12:00:00 AM,87.87,12.3,21.13,31.15,35.59,31.71,0.326
10/15/2019 12:00:00 AM,87.93,12.3,21.13,31.18,35.62,31.7,0
10/14/2019 12:00:00 AM,88.05,12.29,21.16,31.23,35.66,31.73,0
10/13/2019 12:00:00 AM,88.19,12.28,21.19,31.29,35.71,31.75,0
10/12/2019 12:00:00 AM,88.34,12.26,21.24,31.35,35.75,31.76,0
10/11/2019 12:00:00 AM,88.51,12.24,21.3,31.42,35.79,31.76,0
10/10/2019 12:00:00 AM,88.75,12.46,21.46,31.46,35.83,31.76,0
10/9/2019 12:00:00 AM,88.98,12.76,21.66,31.47,35.85,31.79,0
10/8/2019 12:00:00 AM,89.04,12.83,21.67,31.49,35.88,31.8,0
10/7/2019 12:00:00 AM,89.07,12.82,21.65,31.51,35.91,31.81,0
10/6/2019 12:00:00 AM,89.1,12.78,21.62,31.54,35.94,31.79,0
10/5/2019 12:00:00 AM,89.16,12.77,21.61,31.57,35.98,31.77,0.517
10/4/2019 12:00:00 AM,89.28,12.82,21.63,31.62,36.03,31.8,0
10/3/2019 12:00:00 AM,89.44,12.82,21.65,31.7,36.08,31.82,0
10/2/2019 12:00:00 AM,89.63,12.86,21.7,31.79,36.14,31.85,0
10/1/2019 12:00:00 AM,89.9,12.89,21.82,31.89,36.19,31.87,0
9/30/2019 12:00:00 AM,90.22,12.97,21.98,31.99,36.25,31.89,0
9/29/2019 12:00:00 AM,90.45,13.06,22.13,32.06,36.27,31.86,0
9/28/2019 12:00:00 AM,90.7,13.18,22.3,32.11,36.29,31.83,0
9/27/2019 12:00:00 AM,90.7,13.38,22.35,32.07,36.28,31.77,0
9/26/2019 12:00:00 AM,90.58,13.47,22.29,32.01,36.27,31.73,0
9/25/2019 12:00:00 AM,90.45,13.49,22.2,31.98,36.28,31.73,0
9/24/2019 12:00:00 AM,90.39,13.39,22.12,31.97,36.3,31.72,0
9/23/2019 12:00:00 AM,90.46,13.32,22.11,32.01,36.33,31.76,0
9/22/2019 12:00:00 AM,90.58,13.32,22.15,32.05,36.37,31.8,0
9/21/2019 12:00:00 AM,90.68,13.31,22.16,32.1,36.41,31.81,0
9/20/2019 12:00:00 AM,90.84,13.29,22.21,32.17,36.46,31.86,0
9/19/2019 12:00:00 AM,91.05,13.33,22.3,32.25,36.5,31.9,0
9/18/2019 12:00:00 AM,91.21,13.4,22.37,32.31,36.54,31.91,0
9/17/2019 12:00:00 AM,91.36,13.41,22.45,32.35,36.56,31.91,0
9/16/2019 12:00:00 AM,91.49,13.55,22.53,32.38,36.58,31.91,0
9/15/2019 12:00:00 AM,91.49,13.58,22.52,32.38,36.59,31.91,0
9/14/2019 12:00:00 AM,91.55,13.57,22.53,32.41,36.61,31.95,0
9/13/2019 12:00:00 AM,91.63,13.54,22.54,32.44,36.65,31.99,0
9/12/2019 12:00:00 AM,91.7,13.48,22.56,32.47,36.67,32,0
9/11/2019 12:00:00 AM,91.8,13.44,22.6,32.5,36.69,31.96,0
9/10/2019 12:00:00 AM,91.82,13.46,22.6,32.51,36.71,31.86,0.517
9/9/2019 12:00:00 AM,91.8,13.51,22.56,32.51,36.73,31.79,0.256
9/8/2019 12:00:00 AM,91.98,13.58,22.65,32.57,36.76,31.8,0
9/7/2019 12:00:00 AM,92.14,13.7,22.74,32.61,36.79,31.8,0
9/6/2019 12:00:00 AM,92.25,13.82,22.79,32.65,36.81,31.8,0
9/5/2019 12:00:00 AM,92.36,13.91,22.84,32.69,36.83,31.82,0
9/4/2019 12:00:00 AM,92.49,13.96,22.91,32.73,36.85,31.84,0
9/3/2019 12:00:00 AM,92.58,14.03,22.96,32.75,36.87,31.86,0
9/2/2019 12:00:00 AM,92.66,14.07,22.99,32.79,36.89,31.9,0
9/1/2019 12:00:00 AM,92.77,14.08,23.03,32.83,36.92,31.96,0
8/31/2019 12:00:00 AM,92.88,14.05,23.08,32.86,36.94,32.01,0
8/30/2019 12:00:00 AM,92.99,14.02,23.15,32.89,36.95,32.02,0
8/29/2019 12:00:00 AM,93.02,14.02,23.19,32.89,36.94,31.99,0
8/28/2019 12:00:00 AM,92.99,14.01,23.2,32.86,36.93,31.92,0
8/27/2019 12:00:00 AM,92.82,14,23.13,32.8,36.9,31.78,0.523
8/26/2019 12:00:00 AM,92.64,14,23.01,32.73,36.89,31.71,0.287
8/25/2019 12:00:00 AM,92.66,14.03,23.02,32.73,36.91,31.76,0
8/24/2019 12:00:00 AM,92.69,14.02,23.03,32.73,36.92,31.82,0
8/23/2019 12:00:00 AM,92.67,14.01,23,32.72,36.94,31.87,0
8/22/2019 12:00:00 AM,92.63,13.95,22.96,32.72,36.95,31.93,0
8/21/2019 12:00:00 AM,92.66,13.8,22.96,32.74,36.97,31.95,0
8/20/2019 12:00:00 AM,92.72,13.71,22.99,32.75,36.97,31.9,0
8/19/2019 12:00:00 AM,92.74,13.66,23.03,32.74,36.96,31.79,0
8/18/2019 12:00:00 AM,92.62,13.69,23.02,32.67,36.93,31.62,0.724
8/17/2019 12:00:00 AM,92.44,13.79,22.94,32.58,36.92,31.51,0.279
8/16/2019 12:00:00 AM,92.39,13.9,22.91,32.54,36.94,31.51,0
8/15/2019 12:00:00 AM,92.4,13.96,22.89,32.53,36.98,31.54,0
8/14/2019 12:00:00 AM,92.46,14,22.89,32.55,37.02,31.59,0
8/13/2019 12:00:00 AM,92.55,14.04,22.9,32.58,37.07,31.64,0
8/12/2019 12:00:00 AM,92.66,14.03,22.93,32.62,37.11,31.71,0
8/11/2019 12:00:00 AM,92.76,14.02,22.97,32.65,37.14,31.75,0
8/10/2019 12:00:00 AM,92.83,14,22.98,32.67,37.17,31.75,0.012
8/9/2019 12:00:00 AM,92.91,13.94,23.05,32.68,37.18,31.7,0
8/8/2019 12:00:00 AM,92.83,13.97,23.04,32.62,37.17,31.55,0.54
8/7/2019 12:00:00 AM,92.74,14.01,22.98,32.57,37.19,31.47,0.233
8/6/2019 12:00:00 AM,92.87,14.16,23.04,32.59,37.24,31.49,0
8/5/2019 12:00:00 AM,93.05,14.31,23.13,32.63,37.29,31.53,0
8/4/2019 12:00:00 AM,93.21,14.45,23.2,32.66,37.35,31.57,0
8/3/2019 12:00:00 AM,93.37,14.55,23.24,32.71,37.41,31.62,0
8/2/2019 12:00:00 AM,93.56,14.59,23.31,32.78,37.47,31.69,0
8/1/2019 12:00:00 AM,93.72,14.59,23.37,32.82,37.52,31.73,0
7/31/2019 12:00:00 AM,93.86,14.56,23.45,32.84,37.56,31.75,0
7/30/2019 12:00:00 AM,93.96,14.56,23.55,32.83,37.57,31.72,0
7/29/2019 12:00:00 AM,93.86,14.63,23.55,32.75,37.57,31.61,0
7/28/2019 12:00:00 AM,93.51,14.68,23.36,32.59,37.56,31.45,0.709
7/27/2019 12:00:00 AM,93.39,14.72,23.28,32.51,37.6,31.38,0.287
7/26/2019 12:00:00 AM,93.66,15.01,23.42,32.56,37.68,31.41,0
7/25/2019 12:00:00 AM,93.97,15.3,23.57,32.62,37.78,31.47,0
7/24/2019 12:00:00 AM,94.35,15.59,23.75,32.7,37.89,31.54,0
7/23/2019 12:00:00 AM,94.71,15.91,23.91,32.78,38.02,31.63,0
7/22/2019 12:00:00 AM,95.13,16.16,24.09,32.89,38.15,31.73,0
7/21/2019 12:00:00 AM,95.56,16.39,24.3,32.99,38.28,31.83,0
7/20/2019 12:00:00 AM,95.97,16.65,24.49,33.07,38.41,31.91,0
7/19/2019 12:00:00 AM,96.36,16.95,24.68,33.14,38.54,31.99,0
7/18/2019 12:00:00 AM,96.72,17.29,24.84,33.2,38.67,32.08,0
7/17/2019 12:00:00 AM,97.11,17.52,25.03,33.28,38.79,32.18,0
7/16/2019 12:00:00 AM,97.4,17.75,25.19,33.32,38.89,32.25,0
7/15/2019 12:00:00 AM,97.55,17.89,25.25,33.32,38.99,32.28,0
7/14/2019 12:00:00 AM,97.48,17.98,25.18,33.21,39.09,32.29,0.535
7/13/2019 12:00:00 AM,97.62,18.24,25.19,33.21,39.23,32.45,0.253
7/12/2019 12:00:00 AM,98.25,18.61,25.45,33.4,39.4,32.74,0
7/11/2019 12:00:00 AM,98.98,18.95,25.75,33.65,39.58,33.07,0
7/10/2019 12:00:00 AM,99.76,19.28,26.07,33.92,39.77,33.38,0
7/9/2019 12:00:00 AM,100.52,19.58,26.38,34.18,39.96,33.68,0
7/8/2019 12:00:00 AM,101.29,19.95,26.71,34.44,40.14,33.99,0
7/7/2019 12:00:00 AM,102.08,20.41,27.04,34.69,40.36,34.34,0
7/6/2019 12:00:00 AM,102.99,20.88,27.37,34.99,40.63,34.75,0
7/5/2019 12:00:00 AM,104.16,21.32,27.81,35.41,40.93,35.23,0
7/4/2019 12:00:00 AM,105.07,21.65,28.12,35.77,41.19,35.61,0
7/3/2019 12:00:00 AM,105.97,22.01,28.44,36.11,41.43,35.95,0
7/2/2019 12:00:00 AM,106.81,22.3,28.74,36.42,41.65,36.24,0
7/1/2019 12:00:00 AM,107.59,22.53,29.05,36.69,41.85,36.47,0
6/30/2019 12:00:00 AM,108.27,22.7,29.3,36.94,42.03,36.64,0
6/29/2019 12:00:00 AM,108.93,22.86,29.57,37.17,42.19,36.76,0
6/28/2019 12:00:00 AM,109.47,22.99,29.81,37.33,42.33,36.82,0
6/27/2019 12:00:00 AM,109.74,23.05,29.93,37.36,42.44,36.84,0.512
6/26/2019 12:00:00 AM,110.28,23.44,30.2,37.46,42.63,36.96,0.264
6/25/2019 12:00:00 AM,111.39,24.07,30.78,37.74,42.87,37.19,0
6/24/2019 12:00:00 AM,112.39,24.64,31.33,37.96,43.1,37.36,0
6/23/2019 12:00:00 AM,113.45,25.14,31.91,38.21,43.32,37.51,0
6/22/2019 12:00:00 AM,114.6,25.65,32.56,38.51,43.53,37.64,0
6/21/2019 12:00:00 AM,115.84,26.27,33.28,38.83,43.72,37.74,0
6/20/2019 12:00:00 AM,116.82,26.87,33.87,39.08,43.87,37.8,0
6/19/2019 12:00:00 AM,117.55,27.4,34.27,39.26,44.01,37.8,0
6/18/2019 12:00:00 AM,118.3,27.81,34.63,39.51,44.16,37.77,0
6/17/2019 12:00:00 AM,119.01,27.99,34.97,39.77,44.28,37.81,0
6/16/2019 12:00:00 AM,119.58,28.17,35.26,39.97,44.35,37.84,0
6/15/2019 12:00:00 AM,119.94,28.52,35.45,40.07,44.42,37.83,0.517
6/14/2019 12:00:00 AM,120.56,29.12,35.8,40.25,44.51,37.85,0.233
6/13/2019 12:00:00 AM,121.48,29.85,36.27,40.59,44.62,37.92,0
6/12/2019 12:00:00 AM,122.41,30.47,36.69,40.99,44.74,38.02,0
6/11/2019 12:00:00 AM,123.43,30.92,37.11,41.49,44.83,38.15,0
6/10/2019 12:00:00 AM,124.55,31.28,37.54,42.08,44.92,38.3,0
6/9/2019 12:00:00 AM,125.58,31.62,37.91,42.67,45,38.47,0
6/8/2019 12:00:00 AM,126.68,32.07,38.32,43.3,45.07,38.71,0.023
6/7/2019 12:00:00 AM,127.67,32.64,38.71,43.84,45.12,38.97,0
6/6/2019 12:00:00 AM,128.43,33.27,38.98,44.28,45.16,39.32,0
6/5/2019 12:00:00 AM,129.02,33.71,39.15,44.65,45.22,39.74,0
6/4/2019 12:00:00 AM,129.35,33.83,39.2,44.89,45.26,40.21,0
6/3/2019 12:00:00 AM,129.53,33.88,39.22,45.03,45.29,40.81,0
6/2/2019 12:00:00 AM,129.67,34.06,39.26,45.1,45.31,41.68,0
6/1/2019 12:00:00 AM,129.75,34.23,39.26,45.16,45.34,43.25,0
5/31/2019 12:00:00 AM,129.88,34.19,39.29,45.23,45.36,44.48,0
5/30/2019 12:00:00 AM,129.85,34.36,39.27,45.21,45.37,45.17,0
5/29/2019 12:00:00 AM,129.79,34.49,39.23,45.17,45.39,46.31,0
5/28/2019 12:00:00 AM,129.7,34.51,39.19,45.12,45.39,46.79,0
5/27/2019 12:00:00 AM,129.46,34.63,39.12,44.98,45.37,46.6,0
5/26/2019 12:00:00 AM,128.61,34.57,38.46,44.83,45.32,45.98,0
5/25/2019 12:00:00 AM,128.28,33.64,38.24,44.73,45.3,45.85,0
5/24/2019 12:00:00 AM,128.17,33.75,38.17,44.69,45.31,45.9,0
5/23/2019 12:00:00 AM,128.09,33.8,38.09,44.65,45.34,47.02,0
